popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
0,191912,TRUE,0.561,0.599,2,-8.209,0,0.0749,0.00751,0.000701,0.316,0.264,125.874,4,dance
1,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
2,243992,FALSE,0.392,0.642,0,-5.813,0,0.0431,0.269,0,0.11,0.129,75.279,4,dance
0,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
0,214739,FALSE,0.581,0.609,10,-5.6,0,0.0357,0.00366,0.000145,0.13,0.312,114.05,4,dance
0,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
0,214739,FALSE,0.581,0.609,10,-5.6,0,0.0357,0.00366,0.000145,0.13,0.312,114.05,4,dance
0,203760,TRUE,0.705,0.643,11,-6.929,0,0.232,0.0242,0,0.262,0.884,143.944,4,dance
0,214739,FALSE,0.581,0.609,10,-5.6,0,0.0357,0.00366,0.000145,0.13,0.312,114.05,4,dance
0,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
0,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
0,243992,FALSE,0.392,0.642,0,-5.813,0,0.0431,0.269,0,0.11,0.129,75.279,4,dance
0,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
1,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
0,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
0,193846,FALSE,0.53,0.612,10,-8.794,1,0.0518,0.253,0,0.246,0.433,119.255,4,dance
0,219043,FALSE,0.635,0.813,5,-5.098,0,0.0578,0.0187,0,0.163,0.641,123.065,4,dance
0,181872,FALSE,0.627,0.562,10,-6.268,0,0.0364,0.0628,0,0.31,0.389,95.054,4,dance
82,220734,FALSE,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4,dance
76,210090,FALSE,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,4,dance
82,160656,FALSE,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54E-06,0.0921,0.699,110.054,4,dance
73,273802,FALSE,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,4,dance
70,219373,FALSE,0.661,0.814,0,-5.529,1,0.0759,0.0337,8.27E-06,0.0518,0.459,99.963,4,dance
75,212459,FALSE,0.707,0.629,0,-4.581,0,0.0563,0.259,1.60E-05,0.138,0.457,122.863,4,dance
76,244453,FALSE,0.623,0.734,9,-5.95,1,0.107,0.0162,1.90E-06,0.145,0.372,107.853,4,dance
79,193733,FALSE,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,4,dance
69,224813,FALSE,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,4,dance
74,204079,FALSE,0.602,0.565,11,-6.498,1,0.0498,0.329,0,0.0622,0.609,208.038,4,dance
78,221820,FALSE,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39E-06,0.349,0.467,113.011,4,dance
74,184133,FALSE,0.738,0.794,11,-4.118,0,0.0416,0.101,0,0.0533,0.566,104.014,4,dance
71,208728,FALSE,0.672,0.625,7,-5.068,0,0.0468,0.0774,0,0.0934,0.423,120.038,4,dance
78,174760,FALSE,0.614,0.934,9,-3.709,0,0.07,0.0697,0,0.121,0.436,116.001,4,dance
75,217773,FALSE,0.64,0.455,0,-5.942,1,0.0247,0.0743,0,0.0694,0.333,89.948,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
82,208733,FALSE,0.555,0.662,11,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,4,dance
78,247840,FALSE,0.566,0.855,7,-4.016,1,0.211,0.0372,0.000157,0.181,0.517,172.966,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
80,216120,FALSE,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,5,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
1,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
3,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
5,156300,FALSE,0.678,0.849,11,-2.11,0,0.125,0.172,0,0.0996,0.764,100.005,4,dance
0,156300,FALSE,0.678,0.849,11,-2.11,0,0.125,0.172,0,0.0996,0.764,100.005,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
82,206070,FALSE,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
0,156300,TRUE,0.695,0.884,11,-1.953,0,0.172,0.106,0,0.134,0.803,100.088,4,dance
0,157078,TRUE,0.847,0.853,11,-4.724,0,0.123,0.11,0,0.14,0.811,100.006,4,dance
1,190306,FALSE,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,4,dance
0,186973,TRUE,0.643,0.759,1,-4.693,1,0.156,0.00258,2.68E-06,0.0612,0.46,191.959,4,dance
0,139672,FALSE,0.774,0.792,10,-4.021,1,0.0523,0.051,0,0.155,0.507,122.062,4,dance
0,139672,FALSE,0.774,0.792,10,-4.021,1,0.0523,0.051,0,0.155,0.507,122.062,4,dance
1,161035,TRUE,0.738,0.782,0,-3.562,1,0.095,0.143,0,0.106,0.498,110.117,4,dance
0,190306,FALSE,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,4,dance
0,193295,FALSE,0.696,0.621,9,-6.886,0,0.248,0.0802,0,0.162,0.721,81.944,4,dance
0,192200,FALSE,0.667,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,4,dance
0,139672,FALSE,0.774,0.792,10,-4.021,1,0.0523,0.051,0,0.155,0.507,122.062,4,dance
0,190306,FALSE,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,4,dance
1,206280,TRUE,0.772,0.643,0,-6.24,0,0.063,0.0102,0,0.0705,0.669,114.031,4,dance
0,358595,FALSE,0.693,0.978,0,-3.943,0,0.0525,0.00491,1.59E-05,0.0874,0.545,128.013,4,dance
67,218746,TRUE,0.531,0.683,1,-4.093,0,0.333,0.135,0.00265,0.22,0.212,84.817,4,dance
68,185373,FALSE,0.46,0.566,9,-5.637,1,0.0502,0.239,5.96E-06,0.0967,0.189,168.408,4,dance
69,221280,FALSE,0.607,0.673,5,-6.484,0,0.0611,0.181,0,0.069,0.215,88.952,4,dance
56,303040,TRUE,0.676,0.857,1,-6.7,1,0.0391,0.00149,0.674,0.307,0.0378,128.01,4,dance
76,120157,FALSE,0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,4,dance
74,190026,FALSE,0.607,0.478,1,-5.702,0,0.031,0.649,0,0.0928,0.255,88.979,4,dance
77,176058,FALSE,0.576,0.627,3,-4.649,0,0.0449,0.0385,0,0.181,0.311,164.998,4,dance
78,203064,FALSE,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4,dance
78,167989,TRUE,0.789,0.742,10,-5.664,0,0.0652,0.0681,0,0.166,0.661,116.965,4,dance
79,237893,TRUE,0.787,0.673,11,-4.583,0,0.159,0.264,3.35E-06,0.0904,0.779,110.962,4,dance
78,201122,FALSE,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,4,dance
90,186661,FALSE,0.847,0.69,1,-7.877,0,0.0493,0.0127,6.00E-05,0.0526,0.692,125.004,4,dance
56,193706,FALSE,0.749,0.566,11,-7.79,0,0.0752,0.39,0,0.0961,0.725,93.017,4,dance
78,246735,FALSE,0.584,0.408,1,-7.356,0,0.0461,0.476,0,0.18,0.333,115.129,4,dance
73,197946,FALSE,0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,4,dance
76,188894,FALSE,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,4,dance
75,156346,FALSE,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,4,dance
78,181672,TRUE,0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,4,dance
71,224813,FALSE,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,4,dance
63,194490,FALSE,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,4,dance
0,220746,FALSE,0.585,0.73,1,-4.038,0,0.0406,0.0171,0,0.0488,0.222,104.824,4,dance
64,185256,FALSE,0.858,0.78,8,-3.739,1,0.0738,0.0478,5.72E-05,0.133,0.602,99.984,4,dance
0,142720,FALSE,0.71,0.752,9,-5.503,0,0.0349,0.0225,0.000205,0.354,0.289,124.043,4,dance
0,205946,FALSE,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67E-05,0.135,0.159,199.892,4,dance
0,205946,FALSE,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67E-05,0.135,0.159,199.892,4,dance
0,186986,FALSE,0.697,0.683,1,-2.881,0,0.116,0.0372,0,0.137,0.606,96.134,4,dance
0,220746,FALSE,0.585,0.73,1,-4.038,0,0.0406,0.0171,0,0.0488,0.222,104.824,4,dance
0,168648,FALSE,0.725,0.681,5,-6.8,0,0.103,0.0201,0.301,0.0995,0.453,110.938,4,dance
1,163733,FALSE,0.572,0.759,2,-4.312,1,0.0506,0.127,0,0.224,0.519,80.95,4,dance
68,186520,FALSE,0.745,0.642,6,-4.138,0,0.0506,0.103,0,0.0335,0.35,120.063,4,dance
0,185194,FALSE,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56E-06,0.102,0.374,95.983,4,dance
0,205946,FALSE,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67E-05,0.135,0.159,199.892,4,dance
0,205593,TRUE,0.756,0.589,0,-5.093,1,0.233,0.0812,0,0.176,0.811,146.926,4,dance
1,195428,FALSE,0.78,0.856,8,-6.264,0,0.267,0.0233,0,0.0916,0.605,104.904,4,dance
0,185194,FALSE,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56E-06,0.102,0.374,95.983,4,dance
1,197853,FALSE,0.608,0.547,8,-5.691,1,0.145,0.0889,0,0.0734,0.403,179.888,4,dance
0,205946,FALSE,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67E-05,0.135,0.159,199.892,4,dance
0,225000,FALSE,0.648,0.934,8,-3.156,0,0.122,0.0838,0,0.131,0.671,123.962,4,dance
2,212500,TRUE,0.843,0.802,1,-4.167,0,0.228,0.158,5.00E-06,0.0642,0.618,95.881,4,dance
2,185194,FALSE,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56E-06,0.102,0.374,95.983,4,dance
0,341875,FALSE,0.789,0.694,6,-5.781,0,0.0726,0.099,0,0.0962,0.549,96.032,4,dance
0,170306,FALSE,0.546,0.829,6,-5.557,0,0.0769,0.221,0,0.139,0.76,90.062,4,dance
1,226920,FALSE,0.737,0.654,1,-4.784,0,0.165,0.00355,0,0.126,0.5,95.635,4,dance
0,156093,FALSE,0.656,0.92,11,-5.135,0,0.0422,0.051,0.000353,0.102,0.946,118.942,4,dance
0,170306,FALSE,0.546,0.829,6,-5.557,0,0.0769,0.221,0,0.139,0.76,90.062,4,dance
1,170306,FALSE,0.546,0.829,6,-5.557,0,0.0769,0.221,0,0.139,0.76,90.062,4,dance
0,197853,FALSE,0.608,0.547,8,-5.691,1,0.145,0.0889,0,0.0734,0.403,179.888,4,dance
1,177656,TRUE,0.6,0.914,9,-4.12,0,0.0374,0.00021,9.13E-06,0.204,0.605,127.991,4,dance
0,156093,FALSE,0.656,0.92,11,-5.135,0,0.0422,0.051,0.000353,0.102,0.946,118.942,4,dance
0,170306,FALSE,0.546,0.829,6,-5.557,0,0.0769,0.221,0,0.139,0.76,90.062,4,dance
93,225388,TRUE,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69E-06,0.0698,0.642,115.042,4,dance
76,131064,TRUE,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77E-06,0.451,0.717,142.929,4,dance
75,173799,FALSE,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,4,dance
79,253390,TRUE,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4,dance
57,162785,FALSE,0.55,0.691,5,-4.524,0,0.0362,0.174,6.41E-06,0.152,0.235,134.968,4,dance
80,183290,FALSE,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,4,dance
75,186087,FALSE,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4,dance
67,256042,FALSE,0.452,0.465,4,-10.006,0,0.0344,0.0589,0.000524,0.095,0.0832,149.586,4,dance
78,205920,FALSE,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11E-06,0.294,0.354,121.993,4,dance
73,194453,FALSE,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,4,dance
69,238493,FALSE,0.877,0.702,10,-5.899,0,0.127,0.0334,8.92E-06,0.743,0.69,104.833,4,dance
71,194407,FALSE,0.687,0.785,1,-4.65,1,0.0333,0.327,0,0.203,0.655,106.046,4,dance
0,183014,FALSE,0.72,0.819,1,-4.588,1,0.0362,0.0411,0,0.0606,0.898,131.99,4,dance
71,163733,FALSE,0.572,0.759,2,-4.312,1,0.0506,0.127,0,0.224,0.519,80.95,4,dance
0,186226,FALSE,0.658,0.791,8,-4.66,1,0.0512,0.102,0,0.139,0.744,75.017,4,dance
5,215937,FALSE,0.675,0.817,5,-3.789,0,0.0497,0.00711,0,0.0839,0.446,105.964,4,dance
2,186226,FALSE,0.658,0.791,8,-4.66,1,0.0512,0.102,0,0.139,0.744,75.017,4,dance
77,174800,FALSE,0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,4,dance
0,161386,FALSE,0.626,0.864,8,-3.12,1,0.0378,0.0682,0,0.087,0.555,123.833,4,dance
73,181120,FALSE,0.681,0.798,2,-4.367,1,0.0375,0.00398,5.11E-06,0.0542,0.516,105.99,4,dance
0,190266,TRUE,0.568,0.728,9,-4.418,1,0.182,0.0746,4.20E-06,0.349,0.62,195.984,4,dance
0,182626,TRUE,0.572,0.75,1,-5.042,0,0.0604,0.0946,0,0.378,0.475,144.081,4,dance
0,182626,TRUE,0.572,0.75,1,-5.042,0,0.0604,0.0946,0,0.378,0.475,144.081,4,dance
5,176609,TRUE,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21E-06,0.359,0.771,122.975,4,dance
0,161386,FALSE,0.626,0.864,8,-3.12,1,0.0378,0.0682,0,0.087,0.555,123.833,4,dance
0,191786,FALSE,0.538,0.642,10,-4.412,1,0.127,0.104,0,0.112,0.47,161.803,4,dance
0,234323,FALSE,0.402,0.913,1,-6.212,0,0.266,0.000547,2.52E-06,0.0869,0.351,213.928,4,dance
2,176609,TRUE,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21E-06,0.359,0.771,122.975,4,dance
0,190266,TRUE,0.568,0.728,9,-4.418,1,0.182,0.0746,4.20E-06,0.349,0.62,195.984,4,dance
0,190266,TRUE,0.568,0.728,9,-4.418,1,0.182,0.0746,4.20E-06,0.349,0.62,195.984,4,dance
1,196346,FALSE,0.362,0.858,2,-3.92,1,0.0743,0.00211,1.30E-06,0.25,0.282,127.891,4,dance
0,176609,TRUE,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21E-06,0.359,0.771,122.975,4,dance
0,176609,TRUE,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21E-06,0.359,0.771,122.975,4,dance
0,176609,TRUE,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21E-06,0.359,0.771,122.975,4,dance
0,176609,TRUE,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21E-06,0.359,0.771,122.975,4,dance
4,176933,FALSE,0.51,0.816,5,-5.331,0,0.0352,0.13,8.66E-06,0.224,0.588,149.929,4,dance
1,253279,FALSE,0.271,0.648,8,-5.664,1,0.051,0.248,0,0.121,0.261,189.218,4,dance
2,253279,FALSE,0.271,0.648,8,-5.664,1,0.051,0.248,0,0.121,0.261,189.218,4,dance
0,212706,FALSE,0.681,0.802,8,-5.836,0,0.0347,0.0271,0.0496,0.127,0.791,120.053,4,dance
0,176609,TRUE,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21E-06,0.359,0.771,122.975,4,dance
0,148960,FALSE,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12E-05,0.295,0.456,124.04,4,dance
0,176609,TRUE,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21E-06,0.359,0.771,122.975,4,dance
0,226573,FALSE,0.66,0.804,1,-6.133,0,0.0485,0.0402,0,0.129,0.359,109,4,dance
0,148960,FALSE,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12E-05,0.295,0.456,124.04,4,dance
0,176609,TRUE,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21E-06,0.359,0.771,122.975,4,dance
0,148960,FALSE,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12E-05,0.295,0.456,124.04,4,dance
0,240867,FALSE,0.476,0.518,1,-8.1,1,0.0401,0.553,1.27E-06,0.111,0.179,96.155,4,dance
0,148960,FALSE,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12E-05,0.295,0.456,124.04,4,dance
0,198742,FALSE,0.682,0.855,7,-3.282,1,0.0401,0.0564,0,0.101,0.304,124.005,4,dance
0,369611,FALSE,0.738,0.617,8,-8.334,0,0.0377,0.000152,0.129,0.0651,0.624,120.017,4,dance
78,236133,FALSE,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,4,dance
74,180000,FALSE,0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,4,dance
74,250285,FALSE,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21E-06,0.0789,0.197,139.432,4,dance
75,247626,FALSE,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46E-05,0.174,0.505,102.996,4,dance
56,175721,FALSE,0.587,0.963,0,0.366,0,0.0552,0.0656,0,0.27,0.491,127.842,4,dance
78,168387,FALSE,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,4,dance
74,178994,FALSE,0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765,4,dance
88,239316,FALSE,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04E-05,0.0766,0.493,82.001,4,dance
69,191786,FALSE,0.552,0.371,7,-9.104,0,0.0359,0.857,0,0.0838,0.245,199.843,3,dance
84,215733,FALSE,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4,dance
87,233478,FALSE,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,4,dance
72,185194,FALSE,0.628,0.737,7,-4.437,1,0.041,0.0625,0,0.0777,0.592,91.507,4,dance
72,226733,TRUE,0.51,0.846,3,-4.595,1,0.0461,0.0101,0,0.208,0.475,139.927,4,dance
61,221176,FALSE,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,4,dance
78,215672,FALSE,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,4,dance
78,190440,TRUE,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,4,dance
80,186209,FALSE,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92E-05,0.193,0.658,128.04,4,dance
83,159123,FALSE,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
52,108498,FALSE,0.692,0.517,6,-5.64,1,0.0415,0.0665,0,0.505,0.181,83.091,4,dance
3,207186,FALSE,0.679,0.682,6,-5.837,1,0.261,0.265,0,0.287,0.59,94.971,4,dance
76,196613,FALSE,0.73,0.861,1,-4.1,1,0.0451,0.39,0,0.213,0.704,117.965,4,dance
71,218234,FALSE,0.757,0.678,8,-5.529,0,0.233,0.0472,9.14E-06,0.0654,0.82,120.075,4,dance
67,187560,FALSE,0.81,0.7,4,-5.664,0,0.0399,0.267,6.69E-05,0.137,0.193,116.019,4,dance
0,145174,FALSE,0.483,0.917,3,-2.528,1,0.0438,0.00235,0.000347,0.119,0.323,129.035,4,dance
83,170977,TRUE,0.951,0.878,2,-2.565,1,0.211,0.0509,1.61E-05,0.321,0.923,133.014,4,dance
0,170457,FALSE,0.594,0.64,10,-6.865,1,0.033,0.0169,0,0.135,0.492,92.871,4,dance
83,155253,FALSE,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92E-06,0.0512,0.779,123.96,4,dance
0,190295,FALSE,0.601,0.777,0,-4.612,1,0.0471,0.269,0,0.0883,0.485,119.963,4,dance
0,190295,FALSE,0.601,0.777,0,-4.612,1,0.0471,0.269,0,0.0883,0.485,119.963,4,dance
0,154024,FALSE,0.735,0.691,0,-6.475,1,0.0362,0.0876,0,0.34,0.548,110.018,4,dance
1,190185,FALSE,0.657,0.827,5,-4.034,1,0.0736,0.000698,0.0053,0.065,0.69,145.887,4,dance
0,211573,FALSE,0.504,0.748,5,-4.124,1,0.062,0.0308,0,0.295,0.356,125.889,4,dance
0,161266,FALSE,0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4,dance
0,161266,FALSE,0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4,dance
0,161266,FALSE,0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4,dance
0,190185,FALSE,0.657,0.827,5,-4.034,1,0.0736,0.000698,0.0053,0.065,0.69,145.887,4,dance
0,190185,FALSE,0.657,0.827,5,-4.034,1,0.0736,0.000698,0.0053,0.065,0.69,145.887,4,dance
0,161266,FALSE,0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4,dance
1,167950,FALSE,0.682,0.551,11,-7.822,1,0.0441,0.411,0.00043,0.137,0.251,77.993,4,dance
0,211573,FALSE,0.504,0.748,5,-4.124,1,0.062,0.0308,0,0.295,0.356,125.889,4,dance
1,248133,FALSE,0.706,0.89,1,-4.447,0,0.0687,0.0588,0.00288,0.305,0.685,128.012,4,dance
0,248133,FALSE,0.706,0.89,1,-4.447,0,0.0687,0.0588,0.00288,0.305,0.685,128.012,4,dance
2,251133,FALSE,0.722,0.826,5,-5.464,0,0.108,0.227,4.06E-06,0.222,0.494,127.929,4,dance
2,251133,FALSE,0.722,0.826,5,-5.464,0,0.108,0.227,4.06E-06,0.222,0.494,127.929,4,dance
2,251133,FALSE,0.722,0.826,5,-5.464,0,0.108,0.227,4.06E-06,0.222,0.494,127.929,4,dance
1,224613,FALSE,0.793,0.617,7,-4.32,1,0.0766,0.0464,0.00402,0.165,0.418,134.909,4,dance
0,251133,FALSE,0.722,0.826,5,-5.464,0,0.108,0.227,4.06E-06,0.222,0.494,127.929,4,dance
0,224613,FALSE,0.793,0.617,7,-4.32,1,0.0766,0.0464,0.00402,0.165,0.418,134.909,4,dance
1,224613,FALSE,0.793,0.617,7,-4.32,1,0.0766,0.0464,0.00402,0.165,0.418,134.909,4,dance
0,252226,FALSE,0.669,0.723,5,-5.2,1,0.0346,0.213,0,0.523,0.269,124.925,4,dance
88,239316,FALSE,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04E-05,0.0766,0.493,82.001,4,dance
72,186112,FALSE,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81E-06,0.062,0.265,123.013,4,dance
78,217466,FALSE,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36E-06,0.388,0.244,114.066,4,dance
72,210240,FALSE,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26E-06,0.11,0.494,102.036,4,dance
78,212506,FALSE,0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012,4,dance
76,227333,FALSE,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02E-06,0.156,0.876,133.971,4,dance
74,163804,TRUE,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23E-05,0.14,0.316,113.778,4,dance
69,188066,FALSE,0.64,0.789,8,-4.891,1,0.0644,0.0875,0,0.147,0.762,75.018,4,dance
81,139672,FALSE,0.774,0.792,10,-4.021,1,0.0523,0.051,0,0.155,0.507,122.062,4,dance
73,190800,FALSE,0.692,0.809,2,-4.198,1,0.0602,0.524,0,0.147,0.864,123.911,4,dance
70,198040,FALSE,0.755,0.536,8,-5.605,1,0.12,0.114,0,0.0282,0.882,138.969,4,dance
4,172000,FALSE,0.818,0.714,1,-5.769,0,0.0643,0.0973,0,0.0936,0.62,124.953,4,dance
0,186661,FALSE,0.847,0.69,1,-7.877,0,0.0493,0.0127,6.00E-05,0.0526,0.692,125.004,4,dance
0,200595,FALSE,0.652,0.603,0,-6.555,1,0.0317,0.241,0,0.132,0.192,106.025,4,dance
2,186661,FALSE,0.847,0.69,1,-7.877,0,0.0493,0.0127,6.00E-05,0.0526,0.692,125.004,4,dance
0,136200,FALSE,0.839,0.701,9,-6.029,1,0.0944,0.0165,0.00365,0.0513,0.273,99.984,4,dance
1,181728,FALSE,0.686,0.856,9,-2.717,0,0.0426,0.0896,0,0.0648,0.733,123.997,4,dance
1,186661,FALSE,0.847,0.69,1,-7.877,0,0.0493,0.0127,6.00E-05,0.0526,0.692,125.004,4,dance
0,181728,FALSE,0.686,0.856,9,-2.717,0,0.0426,0.0896,0,0.0648,0.733,123.997,4,dance
3,181728,FALSE,0.686,0.856,9,-2.717,0,0.0426,0.0896,0,0.0648,0.733,123.997,4,dance
0,270920,FALSE,0.624,0.682,5,-6.535,0,0.113,0.0988,0,0.0818,0.399,153.113,4,dance
2,142971,FALSE,0.744,0.78,10,-3.631,0,0.0529,0.101,4.36E-06,0.184,0.762,125.997,4,dance
0,181728,FALSE,0.686,0.856,9,-2.717,0,0.0426,0.0896,0,0.0648,0.733,123.997,4,dance
0,186661,FALSE,0.847,0.69,1,-7.877,0,0.0493,0.0127,6.00E-05,0.0526,0.692,125.004,4,dance
